csd_code,q,Stoichiometry,num_atoms,ligands_list,tm_oxs,ligands_q_list,reduction_pot
QASWEQ,0,C22H41Cl2FeNP2,69,"['CC(C)P(CCN(CCP(C(C)C)C(C)C)c1ccccc1)C(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.14876118535145616
WANZUK,0,C21H38FeO2P4,66,"['CP(C)CCP(C)C', 'CP(C)CCP(C)C', 'O=C([O-])C=[C-]c1ccccc1']",2,"[0, 0, -2]",0.28884279593961076
AZAMAS,1,C24H29BFeN9O3(1+),67,['CC(=NO[B-](ON=C(C)c1nccn1C)(ON=C(C)c1nccn1C)c1ccccc1)c1nccn1C'],2,[-1],0.5148369095223477
RIBKAS,0,C28H26FeN8O2,65,"['Cc1ccnc(C=NN=C([O-])c2ccc(N)cc2)c1', 'Cc1ccnc(C=NN=C([O-])c2ccc(N)cc2)c1']",2,"[-1, -1]",0.27995998654625504
AZAMIA,1,C24H29BFeN9O3(1+),67,['CC(=NO[B-](ON=C(C)c1nccn1C)(ON=C(C)c1nccn1C)c1ccccc1)c1nccn1C'],2,[-1],0.4804342751193474
TIWRAW,0,C26H20Cl2FeN2,51,"['Cc1cc(-c2ccccc2)c2ccc3c(-c4ccccc4)cc(C)nc3c2n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.33863847734117575
ZIFFAZ,0,C32H28FeN6O2,69,"['Cc1nn(-c2ccccc2)c([O-])c1C=Nc1ccccc1[O-]', 'c1ccncc1', 'c1ccncc1', 'c1ccncc1']",2,"[-2, 0, 0, 0]",0.046343651435049094
JADYAS,1,C20H17F3FeN7O3S(1+),52,"['CC#N', 'O=S(=O)([O-])C(F)(F)F', 'c1ccc(-c2cccc(C(n3cccn3)n3cccn3)n2)nc1']",2,"[0, -1, 0]",0.875974872938375
DOHMUM,0,C24H22FeN4O12,63,"['COc1cccc(-c2nc(C(=O)[O-])c(C(=O)O)[nH]2)c1', 'COc1cccc(-c2nc(C(=O)[O-])c(C(=O)O)[nH]2)c1', 'O', 'O']",2,"[-1, -1, 0, 0]",0.7853000927185982
JOKROU,1,C21H25ClFeN5O(1+),54,"['CN(CCN(Cc1ccccn1)Cc1cccc(O)n1)Cc1ccccn1', '[Cl-]']",2,"[0, -1]",0.2513069976217304
SAQKII,0,C24H20Cl2FeN4,51,"['C(=Nc1ccccc1)c1ccccn1', 'C(=Nc1ccccc1)c1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.2876429439341484
TOBMON,0,C24H18Cl2FeN2O4,51,"['[O-]c1ccc(Cl)cc1C=NCc1ccco1', '[O-]c1ccc(Cl)cc1C=NCc1ccco1']",2,"[-1, -1]",0.19903774327881135
FUXNOE,0,C27H23FeIN2O8,62,"['COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(-c2cccc(C[C-]=O)n2)c1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, 0, -1]",1.349335397335382
CEHPAG,0,C25H21FeN2O2P,52,"['C#C[C-]=C=O', 'CC(C1=C=C=CC=C1)N(C)P(c1ccccc1)c1ccccc1', '[N-]=O']",2,"[-1, 0, -1]",-0.369288439873854
RAPLUT,1,C23H21BrFeN5O(1+),52,"['Oc1cccc(-c2cccc(CN(Cc3ccccn3)Cc3ccccn3)n2)n1', '[Br-]']",2,"[0, -1]",0.3709943325137706
PURPAW,1,C31H26FeN2OP(1+),62,"['N#Cc1ccc(N)cc1', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, 0]",1.0768964864966228
MILBAO,1,C15H39ClFeN4P3(1+),63,"['CP(C)(C)=NCCN(CCN=P(C)(C)C)CCN=P(C)(C)C', '[Cl-]']",2,"[0, -1]",-0.7523936911754732
LODSIK,0,C26H16FeN10S2,55,"['N#Cc1cccnc1', 'N#Cc1cccnc1', 'N#Cc1cccnc1', 'N#Cc1cccnc1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.6450599637852681
ZOMKAR,0,C13H30Cl2FeN6,52,"['CN(C)C(=NCCCN=C(N(C)C)N(C)C)N(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.08257602183696305
BOJGEQ,0,C26H22FeN8O2,59,"['CC(=NN=C([O-])c1ccncc1)c1ccccn1', 'CC(=NN=C([O-])c1ccncc1)c1ccccn1']",2,"[-1, -1]",0.23694706514112235
QAXMAH,0,C20H32Cl2FeP4,59,"['C=CP(C=C)CCP(C=C)C=C', 'C=CP(C=C)CCP(C=C)C=C', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.176394073787783
VAKCET,0,C22H35BrFeO2P2,63,"['CC(C)P(Cc1[c-]c(CP(C(C)C)C(C)C)ccc1)C(C)C', '[Br-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",0.7192332618240911
IFILAO,0,C16H23BrF6FeN4O6S2,59,"['CN1CCN(C)Cc2cc(Br)cc(n2)CN(C)CC1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.31139165506579475
WUDWIE,0,C25H23FeN9O2S2,62,"['CC(=NNC(=O)Nc1ccccc1)c1cccc(C(C)=NNC(=O)Nc2ccccc2)n1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.5492540041454033
LUQXON,0,C26H30FeIN5,63,"['Cc1ccc(N=c2[cH-]cc(C)cc2-[n+]2[c-]n(C(C)C)cc2)c(-[n+]2[c-]n(C(C)C)cc2)c1', '[I-]']",2,"[-1, -1]",-0.40344558417315496
AYIXOY,1,C23H35BrFeN5P2(1+),67,"['C=CCN1[C]N(c2cccc(N3[C]N(CC=C)C=C3)n2)C=C1', 'CP(C)C', 'CP(C)C', '[Br-]']",2,"[0, 0, 0, -1]",0.2216108136871771
PILWAM,0,C21H22FeN4O4,52,"['CC(=O)C(C=Nc1ccccc1N=CC(C(C)=O)=C(C)[O-])=C(C)[O-]', 'c1c[nH]cn1']",2,"[-2, 0]",0.33581646445500796
IROCAW,0,C30H31FeNO5S,69,"['CC1=[C-]C(c2ccccc2)N(S(=O)(=O)c2ccc(C)cc2)C1=O', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.450792678070434
HOCCUB,0,C32H22FeN8,63,"['Cc1ccc2ccc3ccc(-c4ncc[n-]4)nc3c2n1', 'Cc1ccc2ccc3ccc(-c4ncc[n-]4)nc3c2n1']",2,"[-1, -1]",0.22363731076379328
REKPAC,0,C30H32FeO2P2Se2,69,"['CP(C)c1ccccc1', 'CP(C)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[Se-]c1ccccc1', '[Se-]c1ccccc1']",2,"[0, 0, 0, 0, -1, -1]",0.6435970875437416
WAWPUJ,1,C31H25ClFeN5(1+),63,"['[Cl-]', 'c1ccc(C(c2ccccn2)N(Cc2ccc3ccccc3n2)Cc2ccc3ccccc3n2)nc1']",2,"[-1, 0]",0.33123852745308097
MEYRAN,0,C20H35FeIN2O3Si2,64,"['C[N+](C)(C)CCN1Cc2c([c-]([Si](C)(C)C)c(=O)[c-]2[Si](C)(C)C)C1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, -1]",0.7580940181139144
PIPGUU,0,C24H40FeP2,67,"['C=CCP(CC=C)CCP(CC=C)CC[CH2-]', 'Cc1c(C)c(C)[c-](C)c1C']",2,"[-1, -1]",-0.5941888487748097
RIXQEY,0,C34H29FeNP2,67,"['[C-]#CC#N', 'c1cc[cH-]c1', 'c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[-1, -1, 0]",0.7244254007081101
ZIMWUR,0,C26H36As2Br2Fe,67,"['CC(C)[As](c1ccccc1C#Cc1ccccc1[As](C(C)C)C(C)C)C(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.18809793022453275
RIBJUL,0,C26H20Cl2FeN8O2,59,"['Nc1ccc(C([O-])=NN=Cc2cc(Cl)ccn2)cc1', 'Nc1ccc(C([O-])=NN=Cc2cc(Cl)ccn2)cc1']",2,"[-1, -1]",0.3810744483602811
APUDUM,0,C24H20FeN6,51,"['C1=C[N-]C(=CN=Nc2ccccc2)C=C1', 'C1=C[N-]C(=CN=Nc2ccccc2)C=C1']",2,"[-1, -1]",-0.11179297354936785
MEFZOQ,0,C24H24FeN10S2,61,"['CCN=Cc1cn(-c2ccccc2)nn1', 'CCN=Cc1cn(-c2ccccc2)nn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.4638047965959647
IROCEA,0,C26H27F3FeO5,62,"['CCOC(=O)C1(C(F)(F)F)C[C-]=C(c2ccccc2)O1', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",0.7738664953301917
PECKER,0,C32H24FeN10S2,69,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(N(c2ccccn2)c2ccccn2)nc1', 'c1ccc(N(c2ccccn2)c2ccccn2)nc1']",2,"[-1, -1, 0, 0]",0.5323200895591407
MINWAJ,0,C19H27Cl2FeN2P,52,"['CC(C)(C)P(Cc1cccc(-c2ccccn2)n1)C(C)(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.22044093728265662
YOSFOE,0,C19H26FeINO6Si,55,"['COc1nc(C[C-]=O)c(C)c(O[Si](C)(C)C(C)(C)C)c1C', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, 0, -1]",1.438434261674933
ERIWOU,0,C28H30FeN8S2,69,"['CCCN(c1ccccn1)c1ccccn1', 'CCCN(c1ccccn1)c1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.25451929629748166
BUNZOC,1,C25H25FeN2O2(1+),55,"['Cc1cccc(C)c1N(C)[C-]=CC(=C=O)c1cccc[n+]1C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, -1]",0.5282645397066321
DEFNAH,1,C26H25FeN4O3(1+),59,"['O=C([O-])C(O)c1ccccc1', 'c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1']",2,"[-1, 0]",0.36930721814964845
UYOGOH,0,C29H27AsFeO2Se,61,"['CC(C)=CC(=O)[Se-]', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc([As](c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.44083840160411186
COHDAI,0,C27H25FeN3O2S,59,"['Cc1cc(C=O)c([O-])c(CN(Cc2ccccn2)Cc2ccccn2)c1', '[S-]c1ccccc1']",2,"[-1, -1]",-0.17631980372889727
OXUQOQ,0,C24H26B2FeN6S2,61,"['[BH3-]C#N', '[BH3-]C#N', 'c1ccc(CSCc2nc3ccccc3nc2CSCc2ccccn2)nc1']",2,"[-1, -1, 0]",0.8639704759831532
DUXGUA,0,C22H18FeN20O2,63,"['N#CN=C=[N-]', 'N#CN=C=[N-]', 'O', 'O', 'c1cc(-n2cnnc2)nc(-n2cnnc2)c1', 'c1cc(-n2cnnc2)nc(-n2cnnc2)c1']",2,"[-1, -1, 0, 0, 0, 0]",0.7537204333322334
ITIXAN,0,C21H34ClFeN3Si,61,"['CN(C)CCN(C)C', 'C[Si](C)(C)[N-]c1ccccc1-c1ccccc1', '[Cl-]']",2,"[0, -1, -1]",-1.35445458041549
ZIFFON,0,C30H28FeN2O4,65,"['CC(=O)C=C([O-])c1ccccc1', 'CC(=O)C=C([O-])c1ccccc1', 'c1ccncc1', 'c1ccncc1']",2,"[-1, -1, 0, 0]",0.15544709559115139
VULHES,-1,C22H19FeN6S3(1-),51,"['CCCC(c1ccccn1)(c1ccccn1)c1ccccn1', '[N-]=C=S', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1, -1]",0.26375743668848434
TISLUG,1,C27H24FeN2OP(1+),56,"['[C-]#[O+]', 'c1c[nH]cn1', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, 0]",0.8059697697232371
YOWKON,0,C19H31BrFeP2,54,"['CCP(CC)CCP(CC)CC', '[Br-]', 'c1ccc2c[cH-]cc2c1']",2,"[0, -1, -1]",-0.3735499911999904
ANEXEZ,0,C12H22F6FeN2O6S4,53,"['C1CNCCSCCCNCCSC1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.719704404042625
FUVLIU,0,C28H31FeO2P,63,"['C=CCCCC[C-]=O', '[C-]#[O+]', 'c1ccc(P(CCCc2ccc[cH-]2)c2ccccc2)cc1']",2,"[-1, 0, -1]",0.8914365095241388
VULGIV,-1,C24H23FeN6S3(1-),57,"['CCCCCC(c1ccccn1)(c1ccccn1)c1ccccn1', '[N-]=C=S', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1, -1]",0.24919859586021859
UTAFAZ,0,C21H32FeN10S2,66,"['CC(C)(CN=Cc1cn(C(C)(C)C)nn1)CN=Cc1cn(C(C)(C)C)nn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.5380481573141214
YOWFEY,0,C23H31ClFeN2,58,"['Cc1c(C)c(C)[c-](C)c1C', 'Cc1cc(C)c(N2[C]N(C)C=C2)c(C)c1', '[Cl-]']",2,"[-1, 0, -1]",-0.3621220947241747
VIRMAO,0,C22H28B2FeN12,65,"['Cc1cc(C)n([BH-](n2cccn2)n2cccn2)n1', 'Cc1cc(C)n([BH-](n2cccn2)n2cccn2)n1']",2,"[-1, -1]",-0.1732633504397036
KINDOE,0,C18H30FeN2O8,59,"['CCOC(=O)C(C=NCCN=CC(C(=O)OCC)=C(C)[O-])=C(C)[O-]', 'CO', 'CO']",2,"[-2, 0, 0]",-0.034576673511144296
ETEZOV,1,C20H27FeN4S(1+),53,['CC(=NCCCN(Cc1ccccn1)Cc1ccccn1)C(C)(C)[S-]'],2,[-1],0.08491937860274651
VAMBOE,0,C24H26FeN4O,56,"['C1CCOC1', 'Cc1cccc(-c2ccc[n-]2)n1', 'Cc1cccc(-c2ccc[n-]2)n1']",2,"[0, -1, -1]",-0.037027604757633614
QEVLAI,0,C30H28Cl2FeN2,63,"['Cc1cc(C)c(-c2ccc3ccc4ccc(-c5c(C)cc(C)cc5C)nc4c3n2)c(C)c1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.24139869220179994
GIQFEV,0,C26H18F6FeN2O4,57,"['CN1CCN(C)c2c1[c-](-c1cccc(C(F)(F)F)c1)c(=O)[c-]2-c1cccc(C(F)(F)F)c1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",0.546463564636263
QIHDAQ,1,C29H22F3FeN4O4S(1+),64,"['CO', 'O=S(=O)([O-])C(F)(F)F', 'c1cnc2c(N(c3cccc4cccnc34)c3cccc4cccnc34)cccc2c1']",2,"[0, -1, 0]",0.6920869773320024
FUXNUK,0,C21H21FeIN2O7,53,"['COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1cccc(C[C-]=O)n1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, -1]",1.2694052326175853
SANXOY,0,C22H30ClFeN3,57,"['CC1=C(C)N(Cc2ccccn2)[C]N1C', 'Cc1c(C)c(C)[c-](C)c1C', '[Cl-]']",2,"[0, -1, -1]",-0.7396215549163883
RIBJEV,0,C32H26FeN4,63,"['Cc1ccc(C(=C2C=CC=N2)c2ccc[n-]2)cc1', 'Cc1ccc(C(=C2C=CC=N2)c2ccc[n-]2)cc1']",2,"[-1, -1]",-0.1945853802892607
OTIXIB,1,C19H28FeN3O(1+),52,"['CC#N', 'CC(C)CN1[C]N(CC(C)C)C=C1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",0.9496247236182114
PAGMET,0,C28H28Br2FeN4,63,"['C=Cc1ccncc1', 'C=Cc1ccncc1', 'C=Cc1ccncc1', 'C=Cc1ccncc1', '[Br-]', '[Br-]']",2,"[0, 0, 0, 0, -1, -1]",0.07384057098266245
NEJPIF,1,C20H23FeN12(1+),56,"['CC#N', 'N#[N+][N-2]', '[C]1N2C=CN1CN1[C]N(C=C1)CCN1[C]N(C=C1)CN1[C]N(C=C1)CC2']",2,"[0, -1, 0]",0.16235907028377278
ITIXER,0,C24H29ClFeN2O,58,"['CN(C)CCN(C)C', '[Cl-]', '[O-]c1c(-c2ccccc2)cccc1-c1ccccc1']",2,"[0, -1, -1]",-0.6737110738116983
XUGGUE,0,C20H24FeN6Se2,53,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1ccc(CNC2CCCCC2NCc2ccccn2)nc1']",2,"[-1, -1, 0]",-0.040224983605218145
SANCIX,0,C18H18FeN6O6S2,51,"['O', 'O', 'O=c1cc([O-])[nH]c(=S)[nH]1', 'O=c1cc([O-])[nH]c(=S)[nH]1', 'c1ccc(-c2ccccn2)nc1']",2,"[0, 0, -1, -1, 0]",0.14788198285159898
QUWGUM,0,C18H16FeN14O2,51,"['N#CN=C=[N-]', 'N#CN=C=[N-]', 'O', 'O', 'c1ccc(-n2cnnc2)nc1', 'c1ccc(-n2cnnc2)nc1']",2,"[-1, -1, 0, 0, 0, 0]",0.8566193794847974
ZUBHAI,0,C27H25FeO2PSSe,58,"['CCSC(=O)[Se-]', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.7748528981614269
EMIHEQ,0,C24H20Cl2FeN4,51,"['C(=Nc1ccccc1)c1ccccn1', 'C(=Nc1ccccc1)c1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.24751613177686577
ZAHCAQ,0,C20H28FeN2P2S2,55,"['CP(C)C', 'CP(C)C', 'S=C1C=CC=CC1=NC=C[N-]c1ccccc1[S-]']",2,"[0, 0, -2]",-0.22650647479782754
BIPQIE,0,C28H22FeN8,59,"['CN1[C]N(C2=CC=CC(=[N+]3[C]N(C)C=[C-]3)[C]2)[C-]=C1', 'CN1[C]N(C2=CC=CC(=[N+]3[C]N(C)C=[C-]3)[C]2)[C-]=C1']",2,"[-1, -1]",0.05483863488638169
ODOWAH,1,C29H30FeN3O4(1+),67,"['Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)C(=O)N(C)C2=O)c(C)c1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.3675379818458147
XUGGEO,0,C20H24FeN6Se2,53,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1ccc(CNC2CCCCC2NCc2ccccn2)nc1']",2,"[-1, -1, 0]",-0.04313528735563227
WUCTIA,0,C24H20FeN14Se2,61,"['Cc1nc(-n2cccn2)cc(-n2cccn2)n1', 'Cc1nc(-n2cccn2)cc(-n2cccn2)n1', '[N-]=C=[Se]', '[N-]=C=[Se]']",2,"[0, 0, -1, -1]",0.5091534273179998
BOYKIM,0,C22H22FeN8O8S2,63,"['Nc1c(C(=O)[O-])cnn1-c1nc2ccccc2s1', 'Nc1c(C(=O)[O-])cnn1-c1nc2ccccc2s1', 'O', 'O', 'O', 'O']",2,"[-1, -1, 0, 0, 0, 0]",0.7855725910540847
SICLOJ,0,C30H24FeN10S2,67,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(-c2cn(Cc3cccc(Cn4cc(-c5ccccc5)nn4)n3)nn2)cc1', 'c1ccncc1']",2,"[-1, -1, 0, 0]",0.556299467065523
ZIZKAX,0,C27H26Br2FeP2,58,"['[Br-]', '[Br-]', 'c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[-1, -1, 0]",0.3101452828048091
MERNOQ,0,C22H39FeIO2P2,67,"['CC(C)(C)P(Oc1[c-]c(OP(C(C)(C)C)C(C)(C)C)ccc1)C(C)(C)C', '[I-]']",2,"[-1, -1]",-0.048634106044439906
PURPEA,1,C31H25FeNOP(1+),60,"['N#Cc1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, 0]",0.7715748420407331
UTESIY,0,C24H28Cl6FeN2O2,63,"['C1CCOC1', 'C1CCOC1', 'CC(=Nc1cc(Cl)cc(Cl)c1)C(C)=Nc1cc(Cl)cc(Cl)c1', '[Cl-]', '[Cl-]']",2,"[0, 0, 0, -1, -1]",0.4615575611351968
OTALON,0,C34H26Cl2FeN2P2,67,"['[Cl-]', '[Cl-]', 'c1ccc(P(c2ccccc2)c2cccc(-c3cccc(P(c4ccccc4)c4ccccc4)n3)n2)cc1']",2,"[-1, -1, 0]",0.08537995337377852
APEKUE,0,C30H23Cl2FeN2P,59,"['[Cl-]', '[Cl-]', 'c1ccc(C(=Nc2ccccc2P(c2ccccc2)c2ccccc2)c2ccccn2)cc1']",2,"[-1, -1, 0]",0.19383104666485879
JUPVOI,0,C28H34ClFeN3,67,"['Cc1c(C)c(C)[c-](C)c1C', 'Cc1cc(C)c(N2[C]N(Cc3ccccc3)N=C2)c(C)c1', '[Cl-]']",2,"[-1, 0, -1]",-0.28846580948127903
TOTQOI,0,C25H26FeO10S,63,"['CCOC(=O)C(C(=O)OCC)C(Sc1ccc(C)cc1)C(=O)[CH-]C=C[CH-]C(=O)OC', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.6489716979896956
BOJGIU,0,C26H22FeN8O2,59,"['CC(=NN=C([O-])c1ccncc1)c1ccccn1', 'CC(=NN=C([O-])c1ccncc1)c1ccccn1']",2,"[-1, -1]",0.30108062998555224
EFAJOO,0,C20H18FeN8S4,51,"['Cn1ccn(-c2ccccn2)c1=S', 'Cn1ccn(-c2ccccn2)c1=S', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",-0.0014757799284429995
PAKLAP,0,C28H22F6FeN4O6S2,69,"['Cc1cccc(N=Cc2ccccn2)c1-c1c(C)cccc1N=Cc1ccccn1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.9883694950502668
KICTID,1,C29H25BrFeN5(1+),61,"['CC(c1ccccn1)(c1ccccn1)c1cccc(C(C)(c2ccccn2)c2ccccn2)n1', '[Br-]']",2,"[0, -1]",0.37484769600378326
OVOBUZ,0,C34H22FeN4O6,67,"['O=C(O)c1ccc([O-])c(C=Nc2cccc3cccnc23)c1', 'O=C(O)c1ccc([O-])c(C=Nc2cccc3cccnc23)c1']",2,"[-1, -1]",-0.09160698838366005
KAGXID,0,C24H29FeNOP2S,59,"['CP(C)C', 'CP(C)C', '[C-]#[O+]', '[S-]c1ccccc1C=[C-]c1cccc2cccnc12']",2,"[0, 0, 0, -2]",0.17186393335659905
OWEPUE,0,C22H24Br2FeN4O5,58,"['COC(=O)C12CNCC(C(=O)OC)(C1=O)C(c1ccccn1)N(C)C2c1ccccn1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",-0.030517300949652604
DEJVUN,0,C26H28FeN6S2,63,"['Cc1cccnc1', 'Cc1cccnc1', 'Cc1cccnc1', 'Cc1cccnc1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.506007537670971
OWEPOY,0,C22H24Cl2FeN4O5,58,"['COC(=O)C12CNCC(C(=O)OC)(C1=O)C(c1ccccn1)N(C)C2c1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.0496663584429447
SUCTOC,0,C22H28FeN4O2,57,"['CC(=Nc1c(C)cc(C)cc1C)C(C)=Nc1c(C)cc(C)cc1C', '[N-]=O', '[N-]=O']",2,"[0, -1, -1]",0.3372381790543278
KOXPIY,0,C18H20FeN14S2,55,"['Nc1cnccn1', 'Nc1cnccn1', 'Nc1cnccn1', 'Nc1cnccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.6699915774038085
EYOXAU,1,C24H20BFeN6O3(1+),55,['C(=NO[B-](ON=Cc1ccccn1)(ON=Cc1ccccn1)c1ccccc1)c1ccccn1'],2,[-1],1.071090269770998
OXUQAC,0,C28H26FeN4S2Se2,63,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1ccc(CSCc2ccccn2)cc1', 'c1ccc(CSCc2ccccn2)cc1']",2,"[-1, -1, 0, 0]",0.4658009543399915
ETIBOB,1,C21H31FeN4OS(1+),59,"['CC(=NCCCN(Cc1ccccn1)Cc1ccccn1)C(C)(C)[S-]', 'CO']",2,"[-1, 0]",-0.03036326362888636
YIVWOT,0,C25H16ClFeN9S,53,"['N#Cc1cccnc1', 'N#Cc1cccnc1', 'N#Cc1cccnc1', 'N#Cc1cccnc1', '[Cl-]', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.5567408892629409
SIQKAI,0,C17H24FeN10S2,54,"['CCn1cc(C=NCC(C)(C)CN=Cc2cn(CC)nn2)nn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.37881554215495755
KUBJID,0,C21H15F3FeN3O6PS,51,"['O=S(=O)([O-])C(F)(F)F', 'O=[C-]Nc1cccc(NP(c2ccccc2)c2ccccc2)n1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.5936133938940367
ERIWEK,0,C26H26FeN8S2,63,"['CCN(c1ccccn1)c1ccccn1', 'CCN(c1ccccn1)c1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.2554633964724367
WOCQOY,0,C26H24ClFeN3O,56,"['[Cl-]', '[O-]C(CN(Cc1ccccn1)Cc1ccccn1)(c1ccccc1)c1ccccc1']",2,"[-1, -1]",0.3232382764090838
ETEZIP,1,C21H29FeN4S(1+),56,['CC(=NCCN(Cc1cccc(C)n1)Cc1cccc(C)n1)C(C)(C)[S-]'],2,[-1],0.21759947486322134
DURPOY,0,C30H26Cl2FeN2O3,64,"['Cc1ccc(C)c2c(=CC3=NC(c4ccccc4)CO3)oc(=CC3=NC(c4ccccc4)CO3)c12', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.11202130738538135
PURTEE,0,C27H17F8FeN3O,57,"['Cc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1', 'F[C-](F)C(F)(F)C(F)(F)[C-](F)F', '[C-]#[O+]']",2,"[0, -2, 0]",0.918249485228732
HILGES,0,C31H16F6FeN2O3,59,"['FC(F)(F)c1cccc([N-]c2c([N-]c3cccc(C(F)(F)F)c3)c3ccccc3c3ccccc23)c1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",-0.0812692521550275
QEHRUU,0,C24H36Cl2FeNP,65,"['CC(C)c1cccc(C(C)C)c1-c1cccc(CP(C(C)C)C(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.3046721421546497
QIXHEO,0,C24H24Cl2FeN4,55,"['[Cl-]', '[Cl-]', 'c1ccc(NCc2ccccn2)cc1', 'c1ccc(NCc2ccccn2)cc1']",2,"[-1, -1, 0, 0]",-0.05555982868952486
